Id,OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageCars,SalePrice,MSZoning,Utilities,BldgType,KitchenQual,SaleCondition,LandSlope
1307,7,2005,2006,1368,1368,1368,2,6,2,202500,RL,AllPub,TwnhsE,Gd,Partial,Gtl
1308,5,1994,1995,990,990,990,1,5,2,138000,RL,AllPub,1Fam,TA,Normal,Gtl
1309,5,1948,2005,924,1122,1122,1,6,2,147000,RM,AllPub,1Fam,Gd,Normal,Gtl
1310,6,1991,1991,1278,1294,1294,2,6,2,179200,RL,AllPub,1Fam,Gd,Normal,Gtl
1311,7,1959,2002,1902,1902,1902,2,7,2,335000,RL,AllPub,1Fam,Ex,Normal,Gtl
1312,7,2005,2007,1274,1274,1274,2,6,2,203000,RL,AllPub,1Fam,Gd,Partial,Gtl
1313,8,1990,1990,1453,1453,2810,2,9,2,302000,RL,AllPub,1Fam,Gd,Normal,Gtl
1314,9,1999,1999,1393,1422,2599,2,10,3,333168,RL,AllPub,1Fam,Gd,Normal,Gtl
1315,4,1954,1954,948,948,948,1,5,1,119000,RL,AllPub,1Fam,TA,Normal,Gtl
1316,6,1969,1969,952,1092,2112,2,9,2,206900,RL,AllPub,1Fam,TA,Normal,Gtl
1317,8,2008,2008,1622,1630,1630,2,8,3,295493,RL,AllPub,1Fam,Ex,Normal,Gtl
1318,7,2006,2007,1352,1352,1352,2,5,2,208900,FV,AllPub,TwnhsE,Gd,Partial,Gtl
1319,8,2001,2002,1753,1787,1787,2,7,3,275000,RL,AllPub,1Fam,Gd,Normal,Gtl
1320,4,1954,1954,864,948,948,1,5,1,111000,RL,AllPub,1Fam,TA,Normal,Gtl
1321,6,1957,1957,1478,1478,1478,1,6,2,156500,RL,AllPub,1Fam,TA,Normal,Gtl
1322,3,1949,1950,0,720,720,1,4,1,72500,RL,AllPub,1Fam,TA,Normal,Gtl
1323,7,1992,1992,750,1061,1923,2,8,2,190000,RL,AllPub,1Fam,Gd,Normal,Gtl
1324,4,1940,1950,420,708,708,1,5,0,82500,RL,AllPub,1Fam,Fa,Normal,Gtl
1325,8,2006,2007,1795,1795,1795,2,7,3,147000,RL,AllPub,1Fam,Gd,Partial,Gtl
1326,4,1922,1950,796,796,796,1,5,0,55000,RM,AllPub,1Fam,TA,Normal,Gtl
1327,3,1931,2006,544,774,774,1,6,0,79000,RH,AllPub,1Fam,Gd,Normal,Mod
1328,5,1982,2008,816,816,816,1,5,1,130500,RL,AllPub,1Fam,Gd,Normal,Gtl
1329,6,1920,1950,1510,1584,2792,2,8,2,256000,RM,AllPub,1Fam,TA,Normal,Gtl
1330,7,1998,1998,935,955,1632,2,8,2,176500,RL,AllPub,1Fam,TA,Normal,Gtl
1331,8,2006,2006,1588,1588,1588,2,7,3,227000,RL,AllPub,1Fam,Gd,Normal,Gtl
1332,5,1976,1976,911,954,954,1,6,2,132500,RL,AllPub,1Fam,TA,Normal,Gtl
1333,4,1938,1958,816,816,816,1,3,1,100000,RL,AllPub,1Fam,TA,Normal,Mod
1334,5,1938,1995,803,803,1360,1,6,1,125500,RM,AllPub,1Fam,Gd,Normal,Gtl
1335,5,1970,1970,765,765,1365,1,7,2,125000,RM,AllPub,TwnhsE,TA,Normal,Gtl
1336,6,1977,1977,1350,1334,1334,2,6,2,167900,RL,AllPub,1Fam,TA,Normal,Gtl
1337,5,1973,1973,1656,1656,1656,2,8,2,135000,RL,AllPub,Duplex,TA,Normal,Gtl
1338,4,1941,1950,693,693,693,1,4,0,52500,RM,AllPub,1Fam,Fa,Normal,Mod
1339,7,2002,2002,916,920,1861,2,8,2,200000,RL,AllPub,1Fam,Gd,Normal,Gtl
1340,5,1972,1972,864,864,864,1,5,1,128500,RL,AllPub,1Fam,TA,Normal,Gtl
1341,4,1971,1971,858,872,872,1,5,4,123000,RL,AllPub,1Fam,TA,Normal,Gtl
1342,6,2003,2004,1114,1114,1114,1,6,2,155000,RL,AllPub,1Fam,Gd,Normal,Gtl
1343,8,2002,2002,1284,1284,2169,2,7,2,228500,RL,AllPub,1Fam,Gd,Normal,Gtl
1344,6,1928,1950,896,1172,1913,1,9,2,177000,RL,AllPub,1Fam,TA,Normal,Gtl
1345,7,2006,2006,728,728,1456,2,8,2,155835,RL,AllPub,1Fam,Gd,Partial,Gtl
1346,4,1920,1950,960,960,960,1,5,1,108500,RM,AllPub,1Fam,Fa,Normal,Gtl
1347,7,1968,2003,1568,2156,2156,2,9,2,262500,RL,AllPub,1Fam,TA,Normal,Gtl
1348,8,2006,2007,1732,1776,1776,2,7,3,283463,RL,AllPub,1Fam,Gd,Partial,Gtl
1349,7,1998,1998,1482,1494,1494,2,5,2,215000,RL,AllPub,1Fam,Gd,Normal,Gtl
1350,8,1872,1987,684,938,2358,2,8,0,122000,RM,AllPub,1Fam,TA,Normal,Gtl
1351,5,1969,1969,1248,1338,2634,2,12,4,200000,RL,AllPub,Duplex,TA,Normal,Gtl
1352,6,1962,1962,858,858,1716,1,8,2,171000,RL,AllPub,1Fam,TA,Normal,Gtl
1353,6,1937,2000,698,786,1176,1,4,2,134900,RM,AllPub,1Fam,TA,Normal,Gtl
1354,8,1995,1996,2033,2053,3238,2,9,3,410000,RL,AllPub,1Fam,Gd,Normal,Gtl
1355,7,2000,2000,992,992,1865,2,7,3,235000,RL,AllPub,1Fam,Gd,Normal,Gtl
1356,7,1968,1992,570,1222,1920,3,8,2,170000,RL,AllPub,1Fam,Gd,Normal,Gtl
1357,5,1966,1966,864,892,892,1,5,1,110000,RL,AllPub,1Fam,TA,Normal,Gtl
1358,5,1971,2008,1078,1078,1078,1,6,2,149900,RL,AllPub,1Fam,TA,Normal,Gtl
1359,6,2000,2000,756,769,1573,2,5,2,177500,FV,AllPub,Twnhs,Gd,Normal,Gtl
1360,9,2004,2005,1980,1980,1980,2,8,3,315000,RL,AllPub,1Fam,Ex,Normal,Gtl
1361,5,1921,1998,612,990,2601,3,8,2,189000,RL,AllPub,1Fam,TA,Normal,Gtl
1362,7,2005,2005,1530,1530,1530,2,7,2,260000,RL,AllPub,1Fam,Gd,Normal,Mod
1363,4,1920,2007,715,1281,1738,2,7,1,104900,RL,AllPub,1Fam,TA,Normal,Gtl
1364,6,2006,2007,616,616,1412,2,6,2,156932,RL,AllPub,1Fam,Gd,Partial,Gtl
1365,7,2005,2005,600,520,1200,2,4,2,144152,FV,AllPub,TwnhsE,Gd,Abnorml,Gtl
1366,7,2000,2000,814,814,1674,2,7,2,216000,FV,AllPub,1Fam,Gd,Normal,Gtl
1367,7,1999,1999,873,882,1790,2,7,2,193000,RL,AllPub,1Fam,Gd,Abnorml,Gtl
1368,5,1977,1977,757,925,1475,2,6,1,127000,RM,AllPub,TwnhsE,TA,Normal,Gtl
1369,6,2003,2004,848,848,848,1,4,2,144000,RM,AllPub,TwnhsE,Gd,Normal,Gtl
1370,8,2003,2003,1657,1668,1668,2,8,2,232000,RL,AllPub,1Fam,Gd,Normal,Gtl
1371,4,1920,1950,840,840,1374,1,6,1,105000,RL,AllPub,1Fam,TA,Normal,Gtl
1372,6,1955,1996,992,1661,1661,1,8,1,165500,RL,AllPub,1Fam,Gd,Normal,Gtl
1373,7,1998,1998,1108,1108,2097,2,8,2,274300,RL,AllPub,1Fam,Gd,Normal,Gtl
1374,10,2001,2002,2633,2633,2633,2,8,3,466500,RL,AllPub,1Fam,Ex,Normal,Gtl
1375,7,2005,2005,1026,1026,1958,2,9,3,250000,FV,AllPub,1Fam,Gd,Normal,Gtl
1376,8,2007,2007,1571,1571,1571,2,7,3,239000,RL,AllPub,1Fam,Gd,Partial,Gtl
1377,6,1930,1950,768,790,790,1,4,1,91000,RL,AllPub,1Fam,TA,Normal,Gtl
1378,5,1941,1960,984,984,1604,2,6,2,117000,RL,AllPub,1Fam,TA,Normal,Gtl
1379,6,1973,1973,483,483,987,1,5,1,83000,RM,AllPub,Twnhs,TA,Normal,Gtl
1380,5,2006,2007,384,754,1394,2,7,2,167500,RL,AllPub,1Fam,Gd,Normal,Gtl
1381,3,1914,1950,864,864,864,1,5,1,58500,RL,AllPub,1Fam,TA,Normal,Gtl
1382,6,1970,1970,1205,2117,2117,2,7,2,237500,RL,AllPub,1Fam,TA,Normal,Gtl
1383,7,1920,1950,596,998,1762,1,8,2,157000,RM,AllPub,1Fam,Gd,Normal,Gtl
1384,5,1918,2007,816,1416,1416,2,7,2,112000,RL,AllPub,1Fam,Gd,Normal,Gtl
1385,6,1939,1950,560,698,1258,1,6,1,105000,RL,AllPub,1Fam,TA,Normal,Gtl
1386,4,1922,2007,796,796,1154,1,7,1,125500,RM,AllPub,1Fam,Gd,Normal,Gtl
1387,7,1978,1978,1392,1392,2784,3,12,2,250000,RL,AllPub,1Fam,Gd,Normal,Gtl
1388,6,1916,1950,714,1664,2526,2,10,1,136000,RM,AllPub,1Fam,Gd,Family,Gtl
1389,9,2006,2007,1746,1746,1746,2,7,3,377500,RL,AllPub,1Fam,Ex,Normal,Gtl
1390,6,1941,1950,735,869,1218,1,6,2,131000,RM,AllPub,1Fam,TA,Normal,Gtl
1391,7,2000,2000,1525,1525,1525,2,6,2,235000,RL,AllPub,1Fam,Gd,Normal,Gtl
1392,5,1967,1967,1584,1584,1584,2,8,3,124000,RL,AllPub,Duplex,TA,Normal,Gtl
1393,5,1967,1967,864,900,900,1,6,1,123000,RL,AllPub,1Fam,TA,Normal,Gtl
1394,6,1905,2000,482,1221,1912,2,7,2,163000,RM,AllPub,2fmCon,TA,Normal,Gtl
1395,7,2006,2006,1356,1500,1500,2,6,3,246578,RL,AllPub,TwnhsE,Gd,Partial,Gtl
1396,8,2005,2006,1094,1133,2482,2,9,3,281213,RL,AllPub,1Fam,Gd,Normal,Gtl
1397,5,1948,1950,747,1687,1687,1,7,2,160000,RL,AllPub,1Fam,TA,Normal,Sev
1398,5,1920,2004,939,939,1513,1,8,1,137500,RM,AllPub,1Fam,TA,Normal,Gtl
1399,5,1950,1982,1208,1136,1904,1,7,1,138000,RL,AllPub,1Fam,TA,Normal,Gtl
1400,6,1925,1990,976,1160,1608,2,7,1,137450,RL,AllPub,1Fam,Gd,Normal,Gtl
1401,6,1929,1950,862,950,1158,1,5,1,120000,RM,AllPub,1Fam,TA,Normal,Gtl
1402,6,2004,2004,839,864,1593,2,8,2,193000,RL,AllPub,1Fam,TA,Normal,Gtl
1403,7,2006,2006,1286,1294,1294,2,6,2,193879,RL,AllPub,1Fam,Gd,Partial,Gtl
1404,8,2007,2007,1485,1464,1464,2,6,3,282922,RL,AllPub,1Fam,Gd,Normal,Gtl
1405,3,1915,1950,672,694,1214,1,6,3,105000,RL,AllPub,1Fam,TA,Family,Gtl
1406,8,2004,2005,1594,1646,1646,2,5,2,275000,RM,AllPub,TwnhsE,Gd,Normal,Mod
1407,5,1972,2007,768,768,768,1,5,2,133000,RL,AllPub,1Fam,TA,Normal,Gtl
1408,5,1985,1985,833,833,833,1,5,0,112000,RL,AllPub,1Fam,TA,Normal,Gtl
1409,4,1910,1950,622,741,1363,1,6,2,125500,RM,AllPub,1Fam,TA,Normal,Gtl
1410,7,1986,1991,791,1236,2093,2,7,2,215000,RL,AllPub,1Fam,TA,Normal,Gtl
1411,7,2001,2001,944,944,1840,2,6,2,230000,RL,AllPub,1Fam,Gd,Normal,Gtl
1412,6,1950,2005,856,1112,1668,1,6,1,140000,RL,AllPub,1Fam,TA,Normal,Gtl
1413,4,1949,1950,0,1040,1040,2,6,2,90000,RL,AllPub,Duplex,TA,Normal,Gtl
1414,8,2005,2006,1844,1844,1844,2,7,2,257000,RL,AllPub,1Fam,Gd,Abnorml,Gtl
1415,6,1923,2000,833,1053,1848,1,8,2,207000,RL,AllPub,1Fam,Gd,Normal,Gtl
1416,7,2007,2007,1386,1569,1569,2,7,3,175900,RL,AllPub,TwnhsE,Gd,Normal,Gtl
1417,4,1885,1950,777,1246,2290,2,11,2,122500,RM,AllPub,2fmCon,TA,Normal,Gtl
1418,8,1998,1998,1284,1310,2450,2,7,3,340000,RL,AllPub,1Fam,Gd,Normal,Gtl
1419,5,1963,1963,1144,1144,1144,1,6,1,124000,RL,AllPub,1Fam,TA,Normal,Gtl
1420,6,1969,1969,1844,1844,1844,2,7,2,223000,RL,AllPub,1Fam,Gd,Normal,Gtl
1421,6,1968,1968,708,708,1416,2,7,2,179900,RL,AllPub,1Fam,TA,Normal,Gtl
1422,6,1977,1977,1069,1069,1069,2,4,2,127500,RL,AllPub,TwnhsE,TA,Normal,Gtl
1423,6,2003,2003,848,848,848,1,3,2,136500,RM,AllPub,TwnhsE,Gd,Normal,Gtl
1424,6,1966,1966,697,1575,2201,2,8,2,274970,RL,AllPub,1Fam,Gd,Alloca,Gtl
1425,5,1958,1983,1024,1344,1344,1,6,1,144000,RL,AllPub,1Fam,TA,Normal,Gtl
1426,6,1959,1959,1252,1252,1252,1,7,2,142000,RL,AllPub,1Fam,Gd,Normal,Gtl
1427,7,1994,1994,1223,1223,2127,2,5,2,271000,RL,AllPub,1Fam,Gd,Normal,Gtl
1428,5,1945,1950,913,1048,1558,1,6,1,140000,RL,AllPub,1Fam,TA,Normal,Gtl
1429,5,1940,1992,788,804,804,1,4,1,119000,RM,AllPub,1Fam,Gd,Abnorml,Gtl
1430,6,1981,1981,1440,1440,1440,2,7,2,182900,RL,AllPub,1Fam,Gd,Normal,Gtl
1431,5,2005,2005,732,734,1838,2,7,2,192140,RL,AllPub,1Fam,TA,Normal,Gtl
1432,6,1976,1976,958,958,958,2,5,2,143750,RL,AllPub,TwnhsE,TA,Normal,Gtl
1433,4,1927,2007,656,968,968,2,5,1,64500,RL,AllPub,1Fam,TA,Normal,Gtl
1434,6,2000,2000,936,962,1792,2,8,2,186500,RL,AllPub,1Fam,TA,Normal,Gtl
1435,5,1977,1977,1126,1126,1126,2,5,2,160000,RL,AllPub,1Fam,TA,Normal,Mod
1436,6,1962,2005,1319,1537,1537,1,7,2,174000,RL,AllPub,1Fam,Gd,Abnorml,Gtl
1437,4,1971,1971,864,864,864,1,5,2,120500,RL,AllPub,1Fam,TA,Normal,Gtl
1438,8,2008,2008,1932,1932,1932,2,7,3,394617,RL,AllPub,1Fam,Ex,Partial,Gtl
1439,6,1957,1996,912,1236,1236,1,6,2,149700,RM,AllPub,1Fam,TA,Normal,Gtl
1440,7,1979,1979,539,1040,1725,2,6,2,197000,RL,AllPub,1Fam,TA,Normal,Gtl
1441,6,1922,1994,588,1423,2555,2,11,2,191000,RL,AllPub,1Fam,TA,Normal,Mod
1442,6,2004,2004,848,848,848,1,3,2,149300,RM,AllPub,TwnhsE,Gd,Normal,Gtl
1443,10,2008,2008,1017,1026,2007,2,10,3,310000,FV,AllPub,1Fam,Ex,Normal,Gtl
1444,6,1916,1950,952,952,952,1,4,1,121000,RL,AllPub,1Fam,Fa,Normal,Gtl
1445,7,2004,2004,1422,1422,1422,2,7,2,179600,RL,AllPub,1Fam,Gd,Normal,Gtl
1446,6,1966,1966,814,913,913,1,6,1,129000,RL,AllPub,1Fam,TA,Normal,Gtl
1447,5,1962,1962,1188,1188,1188,1,6,1,157900,RL,AllPub,1Fam,TA,Normal,Gtl
1448,8,1995,1996,1220,1220,2090,2,8,2,240000,RL,AllPub,1Fam,Gd,Normal,Gtl
1449,4,1910,2000,560,796,1346,1,6,1,112000,RL,AllPub,1Fam,TA,Normal,Gtl
1450,5,1970,1970,630,630,630,1,3,0,92000,RM,AllPub,Twnhs,Ex,Abnorml,Gtl
1451,5,1974,1974,896,896,1792,2,8,0,136000,RL,AllPub,Duplex,TA,Normal,Gtl
1452,8,2008,2009,1573,1578,1578,2,7,3,287090,RL,AllPub,1Fam,Ex,Partial,Gtl
1453,5,2005,2005,547,1072,1072,1,5,2,145000,RM,AllPub,TwnhsE,TA,Normal,Gtl
1454,5,2006,2006,1140,1140,1140,1,6,0,84500,RL,AllPub,1Fam,TA,Abnorml,Gtl
1455,7,2004,2005,1221,1221,1221,2,6,2,185000,FV,AllPub,1Fam,Gd,Normal,Gtl
1456,6,1999,2000,953,953,1647,2,7,2,175000,RL,AllPub,1Fam,TA,Normal,Gtl
1457,6,1978,1988,1542,2073,2073,2,7,2,210000,RL,AllPub,1Fam,TA,Normal,Gtl
1458,7,1941,2006,1152,1188,2340,2,9,1,266500,RL,AllPub,1Fam,Gd,Normal,Gtl
1459,5,1950,1996,1078,1078,1078,1,5,1,142125,RL,AllPub,1Fam,Gd,Normal,Gtl
1460,5,1965,1965,1256,1256,1256,1,6,1,147500,RL,AllPub,1Fam,TA,Normal,Gtl
